Andhra,Bengali,Goan,Gujarati,Hyderabadi,Jain,Karnataka,Kashmiri,Kerala,Maharashtrian,Mughlai,Parsi,Punjabi,Rajasthani,Sindhi,South Indian,Tamil Nadu,Uttar Pradesh
0.8461538461538461,0.6594982078853047,0.8461538461538461,0.8381839348079162,0.7941176470588235,0.7777777777777778,0.8,0.6382978723404256,0.7874015748031497,0.7382920110192838,0.6761904761904762,0.8431372549019608,0.8974189278623428,0.810077519379845,0.75,0.7969303423848878,0.8875739644970414,0.5964912280701754
0.3653846153846153,0.3297491039426523,0.5128205128205128,0.459837019790454,0.4823529411764706,0.4158730158730159,0.28,0.3404255319148936,0.2283464566929134,0.4077134986225895,0.3428571428571428,0.6078431372549019,0.4281932495036399,0.5077519379844961,0.4090909090909091,0.332939787485242,0.378698224852071,0.3859649122807017
0.5,0.3476702508960573,0.5384615384615384,0.5774155995343423,0.611764705882353,0.4761904761904761,0.48,0.1914893617021276,0.4409448818897638,0.571625344352617,0.5095238095238095,0.6470588235294118,0.5883520847121112,0.5387596899224806,0.6136363636363636,0.4604486422668241,0.5443786982248521,0.3596491228070175
0.0,0.021505376344086,0.0128205128205128,0.0232828870779976,0.0117647058823529,0.0476190476190476,0.0,0.0,0.0078740157480314,0.0041322314049586,0.0095238095238095,0.0,0.0211780277961614,0.0077519379844961,0.0,0.0365997638724911,0.0059171597633136,0.0
0.5,0.3369175627240143,0.717948717948718,0.1385331781140861,0.6529411764705882,0.0253968253968253,0.4,0.3404255319148936,0.4015748031496063,0.3402203856749311,0.4476190476190476,0.6470588235294118,0.4983454665784249,0.2829457364341085,0.5681818181818182,0.3317591499409681,0.3431952662721893,0.2719298245614035
0.0961538461538461,0.032258064516129,0.0128205128205128,0.089639115250291,0.1,0.0634920634920634,0.056,0.0212765957446808,0.0314960629921259,0.1666666666666666,0.0095238095238095,0.0,0.0172071475843812,0.0155038759689922,0.0227272727272727,0.0436835891381345,0.0532544378698224,0.0175438596491228
0.4807692307692308,0.2616487455197133,0.6666666666666666,0.1757857974388824,0.6882352941176471,0.0857142857142857,0.272,0.2340425531914893,0.4409448818897638,0.3319559228650138,0.4380952380952381,0.7058823529411765,0.4546657842488418,0.2209302325581395,0.2272727272727272,0.1605667060212514,0.1952662721893491,0.3684210526315789
0.3846153846153846,0.4910394265232975,0.6025641025641025,0.470314318975553,0.5411764705882353,0.3936507936507936,0.384,0.3617021276595745,0.4645669291338583,0.4669421487603306,0.3047619047619048,0.5686274509803921,0.4361350099272005,0.4689922480620155,0.5454545454545454,0.3400236127508855,0.4615384615384615,0.3684210526315789
0.0,0.014336917562724,0.0128205128205128,0.0023282887077997,0.0058823529411764,0.0031746031746031,0.008,0.0,0.0078740157480314,0.0013774104683195,0.019047619047619,0.0784313725490196,0.0033090668431502,0.0,0.0,0.0011806375442739,0.0,0.0
0.0961538461538461,0.064516129032258,0.0641025641025641,0.0221187427240977,0.0529411764705882,0.019047619047619,0.024,0.0212765957446808,0.0078740157480314,0.0523415977961432,0.1142857142857142,0.0,0.0271343481138318,0.0348837209302325,0.0454545454545454,0.0188902007083825,0.0710059171597633,0.043859649122807
0.1538461538461538,0.1971326164874552,0.2692307692307692,0.0873108265424912,0.2764705882352941,0.2666666666666666,0.192,0.0425531914893617,0.1811023622047244,0.1198347107438016,0.2761904761904762,0.5294117647058824,0.3044341495698213,0.1472868217054263,0.4545454545454545,0.204250295159386,0.2426035502958579,0.1403508771929824
0.2115384615384615,0.053763440860215,0.0384615384615384,0.1688009313154831,0.1352941176470588,0.1428571428571428,0.072,0.0212765957446808,0.0551181102362204,0.1501377410468319,0.0571428571428571,0.0392156862745098,0.115155526141628,0.0891472868217054,0.0,0.0696576151121605,0.0828402366863905,0.1052631578947368
0.2115384615384615,0.1505376344086021,0.4871794871794871,0.1746216530849825,0.0823529411764705,0.1841269841269841,0.496,0.0425531914893617,0.6456692913385826,0.3746556473829201,0.0904761904761904,0.1372549019607843,0.0363997352746525,0.0387596899224806,0.0454545454545454,0.48642266824085,0.3905325443786982,0.0175438596491228
0.4230769230769231,0.2258064516129032,0.7948717948717948,0.1804423748544819,0.7294117647058823,0.3111111111111111,0.432,0.5106382978723404,0.4330708661417323,0.3209366391184573,0.4666666666666667,0.3529411764705882,0.4460622104566512,0.2945736434108527,0.4090909090909091,0.2573789846517119,0.4792899408284023,0.4385964912280701
0.173076923076923,0.2329749103942652,0.4615384615384615,0.159487776484284,0.6470588235294118,0.1555555555555555,0.096,0.5957446808510638,0.1574803149606299,0.2121212121212121,0.5476190476190477,0.3529411764705882,0.3990734612839179,0.2829457364341085,0.2272727272727272,0.0743801652892562,0.1005917159763313,0.2719298245614035
0.25,0.2329749103942652,0.5512820512820513,0.1722933643771827,0.6764705882352942,0.1936507936507936,0.16,0.5957446808510638,0.1496062992125984,0.2741046831955923,0.638095238095238,0.2941176470588235,0.4513567174056916,0.3410852713178294,0.3409090909090909,0.1121605667060212,0.1005917159763313,0.3245614035087719
0.2307692307692307,0.3333333333333333,0.2564102564102564,0.1920838183934808,0.8,0.2158730158730158,0.208,0.7872340425531915,0.2047244094488189,0.3154269972451791,0.7904761904761904,0.3725490196078431,0.4487094639311714,0.4224806201550387,0.4772727272727273,0.1263282172373081,0.1893491124260355,0.5614035087719298
0.0576923076923076,0.1648745519713261,0.1666666666666666,0.0873108265424912,0.4,0.1142857142857142,0.032,0.2127659574468085,0.0314960629921259,0.1101928374655647,0.3333333333333333,0.3137254901960784,0.3183322303110523,0.2170542635658914,0.1818181818181818,0.0401416765053128,0.059171597633136,0.219298245614035
0.4423076923076923,0.3369175627240143,0.5897435897435898,0.4109429569266589,0.7647058823529411,0.2412698412698412,0.304,0.7659574468085106,0.5118110236220472,0.3140495867768595,0.580952380952381,0.5882352941176471,0.5579086697551291,0.375968992248062,0.25,0.2396694214876033,0.3195266272189349,0.4122807017543859
0.0,0.1827956989247312,0.141025641025641,0.1548311990686845,0.1117647058823529,0.0158730158730158,0.088,0.0638297872340425,0.0944881889763779,0.174931129476584,0.1952380952380952,0.4117647058823529,0.1674387822634017,0.1162790697674418,0.25,0.0826446280991735,0.0887573964497041,0.2105263157894736
0.2307692307692307,0.1218637992831541,0.0384615384615384,0.4260768335273573,0.0529411764705882,0.3777777777777777,0.328,0.3617021276595745,0.1732283464566929,0.2410468319559228,0.0714285714285714,0.0196078431372549,0.201191264063534,0.3604651162790697,0.1136363636363636,0.3471074380165289,0.4142011834319526,0.2631578947368421
0.6538461538461539,0.050179211469534,0.0769230769230769,0.1816065192083818,0.1529411764705882,0.1904761904761904,0.44,0.0,0.6062992125984252,0.1804407713498622,0.0285714285714285,0.0588235294117647,0.0330906684315023,0.0697674418604651,0.1363636363636363,0.48642266824085,0.591715976331361,0.0087719298245614
0.1923076923076923,0.1111111111111111,0.141025641025641,0.2351571594877765,0.1823529411764705,0.1936507936507936,0.096,0.0851063829787234,0.1889763779527559,0.2024793388429752,0.119047619047619,0.196078431372549,0.1535407015221707,0.1007751937984496,0.0909090909090909,0.0802833530106257,0.1538461538461538,0.1666666666666666
0.5384615384615384,0.3154121863799283,0.1538461538461538,0.3061699650756694,0.2,0.2984126984126984,0.448,0.1063829787234042,0.4330708661417323,0.2396694214876033,0.0666666666666666,0.0196078431372549,0.1767041694242223,0.1976744186046511,0.0681818181818181,0.4474616292798111,0.5207100591715976,0.1491228070175438
0.0576923076923076,0.032258064516129,0.0384615384615384,0.0186263096623981,0.0352941176470588,0.0984126984126984,0.032,0.0,0.0,0.024793388429752,0.0476190476190476,0.0196078431372549,0.0827266710787558,0.0348837209302325,0.0,0.0484061393152302,0.029585798816568,0.0175438596491228
0.0192307692307692,0.046594982078853,0.0128205128205128,0.0535506402793946,0.0117647058823529,0.1111111111111111,0.048,0.0212765957446808,0.1102362204724409,0.024793388429752,0.0238095238095238,0.0784313725490196,0.0092653871608206,0.003875968992248,0.0,0.0389610389610389,0.0414201183431952,0.0175438596491228
0.0,0.010752688172043,0.0128205128205128,0.0209545983701979,0.0058823529411764,0.0031746031746031,0.0,0.0212765957446808,0.0,0.0055096418732782,0.0,0.0,0.0125744540039708,0.0116279069767441,0.0,0.0035419126328217,0.0059171597633136,0.0087719298245614
0.0,0.017921146953405,0.0128205128205128,0.0128055878928987,0.0,0.0,0.0,0.0,0.0078740157480314,0.012396694214876,0.0,0.0196078431372549,0.00132362673726,0.003875968992248,0.0,0.0023612750885478,0.0,0.0175438596491228
0.0,0.032258064516129,0.0512820512820512,0.0151338766006984,0.0470588235294117,0.0539682539682539,0.016,0.0425531914893617,0.0551181102362204,0.0454545454545454,0.0476190476190476,0.0196078431372549,0.0900066181336863,0.0465116279069767,0.0,0.0165289256198347,0.0473372781065088,0.0789473684210526
0.0192307692307692,0.1326164874551971,0.0384615384615384,0.0372526193247962,0.2117647058823529,0.0984126984126984,0.024,0.1702127659574468,0.0472440944881889,0.106060606060606,0.1904761904761904,0.0784313725490196,0.1508934480476505,0.1705426356589147,0.0909090909090909,0.0200708382526564,0.0414201183431952,0.1403508771929824
0.0,0.003584229390681,0.0128205128205128,0.0034924330616996,0.1235294117647058,0.0095238095238095,0.0,0.1702127659574468,0.0078740157480314,0.0303030303030303,0.0476190476190476,0.0,0.0059563203176704,0.003875968992248,0.0,0.0011806375442739,0.0,0.0526315789473684
0.0384615384615384,0.057347670250896,0.0384615384615384,0.0419091967403958,0.1647058823529411,0.0571428571428571,0.152,0.0851063829787234,0.0944881889763779,0.0757575757575757,0.219047619047619,0.0784313725490196,0.0800794176042356,0.0620155038759689,0.0681818181818181,0.1038961038961039,0.1242603550295858,0.1403508771929824
0.1153846153846153,0.082437275985663,0.0769230769230769,0.1501746216530849,0.1,0.0761904761904762,0.208,0.0851063829787234,0.0944881889763779,0.0619834710743801,0.0904761904761904,0.1372549019607843,0.1654533421575116,0.1550387596899224,0.1136363636363636,0.1723730814639905,0.1893491124260355,0.0789473684210526
0.1153846153846153,0.075268817204301,0.1538461538461538,0.0465657741559953,0.1470588235294117,0.0349206349206349,0.192,0.1063829787234042,0.1574803149606299,0.0771349862258953,0.0571428571428571,0.1764705882352941,0.0635340833884844,0.0542635658914728,0.25,0.0295159386068477,0.1775147928994082,0.1052631578947368
0.0,0.082437275985663,0.0128205128205128,0.0628637951105937,0.1235294117647058,0.0380952380952381,0.024,0.1914893617021276,0.0157480314960629,0.0619834710743801,0.1523809523809524,0.0196078431372549,0.0476505625413633,0.0968992248062015,0.1136363636363636,0.0141676505312868,0.0059171597633136,0.175438596491228
0.0,0.010752688172043,0.0,0.0128055878928987,0.0117647058823529,0.0031746031746031,0.0,0.0425531914893617,0.0078740157480314,0.0110192837465564,0.0047619047619047,0.0,0.0099272005294506,0.0116279069767441,0.0454545454545454,0.0,0.0,0.0263157894736842
0.0192307692307692,0.1075268817204301,0.0128205128205128,0.0535506402793946,0.188235294117647,0.0317460317460317,0.048,0.2553191489361702,0.0236220472440944,0.0647382920110192,0.1952380952380952,0.0196078431372549,0.0516214427531436,0.1046511627906976,0.0454545454545454,0.024793388429752,0.029585798816568,0.2017543859649122
0.0,0.032258064516129,0.0256410256410256,0.0267753201396973,0.0235294117647058,0.019047619047619,0.008,0.0851063829787234,0.0157480314960629,0.0151515151515151,0.0380952380952381,0.0,0.086697551290536,0.0193798449612403,0.0454545454545454,0.0401416765053128,0.0236686390532544,0.0263157894736842
0.0384615384615384,0.021505376344086,0.0256410256410256,0.0011641443538998,0.0176470588235294,0.0031746031746031,0.016,0.0,0.0314960629921259,0.0096418732782369,0.0095238095238095,0.0980392156862745,0.0099272005294506,0.0232558139534883,0.0227272727272727,0.0259740259740259,0.0355029585798816,0.0263157894736842
0.0769230769230769,0.086021505376344,0.0128205128205128,0.0814901047729918,0.0529411764705882,0.1047619047619047,0.056,0.0425531914893617,0.0314960629921259,0.0785123966942148,0.0714285714285714,0.0196078431372549,0.2091330244870946,0.2829457364341085,0.1818181818181818,0.050767414403778,0.059171597633136,0.2280701754385964
0.0,0.003584229390681,0.0,0.0069848661233993,0.0058823529411764,0.0031746031746031,0.008,0.0,0.0,0.0041322314049586,0.0,0.0,0.0052945069490403,0.003875968992248,0.0,0.0200708382526564,0.0,0.0
0.0192307692307692,0.032258064516129,0.0256410256410256,0.0360884749708963,0.0647058823529411,0.0285714285714285,0.024,0.0,0.0944881889763779,0.0220385674931129,0.119047619047619,0.0588235294117647,0.057577763070814,0.0232558139534883,0.0,0.1121605667060212,0.059171597633136,0.0175438596491228
0.0384615384615384,0.003584229390681,0.0,0.0069848661233993,0.1705882352941176,0.0063492063492063,0.0,0.2765957446808511,0.0078740157480314,0.0440771349862259,0.0333333333333333,0.0196078431372549,0.0178689609530112,0.0193798449612403,0.0909090909090909,0.0094451003541912,0.0059171597633136,0.0614035087719298
0.0,0.007168458781362,0.0,0.0104772991850989,0.0058823529411764,0.0,0.0,0.0,0.0,0.0055096418732782,0.0,0.0,0.00132362673726,0.0077519379844961,0.0,0.0,0.0,0.0
0.0,0.025089605734767,0.0,0.0034924330616996,0.0058823529411764,0.0126984126984126,0.008,0.0,0.0078740157480314,0.0068870523415977,0.0047619047619047,0.0,0.0059563203176704,0.003875968992248,0.0,0.0023612750885478,0.0059171597633136,0.0175438596491228
0.0576923076923076,0.1326164874551971,0.0769230769230769,0.0523864959254947,0.0647058823529411,0.1206349206349206,0.056,0.4042553191489361,0.0708661417322834,0.059228650137741,0.0904761904761904,0.0392156862745098,0.1449371277299801,0.2558139534883721,0.0227272727272727,0.0413223140495867,0.0828402366863905,0.1842105263157894
0.0,0.0,0.0128205128205128,0.0069848661233993,0.0117647058823529,0.0,0.016,0.0,0.0,0.0371900826446281,0.0,0.0196078431372549,0.0066181336863004,0.0077519379844961,0.0227272727272727,0.0,0.0,0.0087719298245614
0.3076923076923077,0.039426523297491,0.2692307692307692,0.0360884749708963,0.1294117647058823,0.0761904761904762,0.328,0.0638297872340425,0.1811023622047244,0.1019283746556473,0.0095238095238095,0.0784313725490196,0.0191925876902713,0.0271317829457364,0.0454545454545454,0.1877213695395513,0.2781065088757396,0.0701754385964912
0.0,0.0,0.0,0.0011641443538998,0.0,0.0031746031746031,0.008,0.0,0.0,0.0013774104683195,0.0,0.0,0.00132362673726,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0046565774155995,0.0,0.0063492063492063,0.016,0.0212765957446808,0.0078740157480314,0.0068870523415977,0.0047619047619047,0.0,0.0033090668431502,0.0,0.0,0.0023612750885478,0.0118343195266272,0.0087719298245614
0.0,0.017921146953405,0.0,0.0372526193247962,0.188235294117647,0.0857142857142857,0.032,0.1063829787234042,0.0393700787401574,0.0316804407713498,0.0761904761904762,0.196078431372549,0.0933156849768365,0.0465116279069767,0.0227272727272727,0.0177095631641086,0.0355029585798816,0.1052631578947368
0.0769230769230769,0.007168458781362,0.0897435897435897,0.0162980209545983,0.0176470588235294,0.0158730158730158,0.136,0.0,0.0787401574803149,0.0137741046831955,0.0,0.1176470588235294,0.00132362673726,0.0,0.0227272727272727,0.0354191263282172,0.2781065088757396,0.0263157894736842
0.0,0.003584229390681,0.0384615384615384,0.0,0.0,0.0031746031746031,0.008,0.0,0.0078740157480314,0.0027548209366391,0.0,0.0196078431372549,0.0138980807412309,0.0,0.0227272727272727,0.0129870129870129,0.0473372781065088,0.0
0.0,0.007168458781362,0.0128205128205128,0.0011641443538998,0.0,0.0031746031746031,0.0,0.0,0.0,0.0013774104683195,0.0,0.0,0.0092653871608206,0.003875968992248,0.0,0.0094451003541912,0.0059171597633136,0.0087719298245614
0.0,0.0,0.0,0.0,0.0,0.0031746031746031,0.0,0.0,0.0,0.0013774104683195,0.0,0.0,0.0033090668431502,0.003875968992248,0.0,0.0011806375442739,0.0,0.0
0.0,0.0,0.0,0.0104772991850989,0.0,0.0031746031746031,0.0,0.0,0.0,0.0041322314049586,0.0,0.0196078431372549,0.0046326935804103,0.0,0.0227272727272727,0.0035419126328217,0.0,0.0
0.0,0.0,0.0,0.0034924330616996,0.0,0.0,0.0,0.0,0.0,0.0027548209366391,0.0,0.0,0.0,0.0,0.0,0.0035419126328217,0.0,0.0
0.0,0.017921146953405,0.0,0.0128055878928987,0.0235294117647058,0.0349206349206349,0.024,0.0212765957446808,0.0157480314960629,0.0137741046831955,0.0428571428571428,0.0,0.014559894109861,0.0116279069767441,0.0,0.0070838252656434,0.0118343195266272,0.0526315789473684
0.0192307692307692,0.003584229390681,0.0,0.0128055878928987,0.0176470588235294,0.0222222222222222,0.0,0.0212765957446808,0.0,0.0068870523415977,0.0047619047619047,0.0,0.0311052283256121,0.0,0.0227272727272727,0.0035419126328217,0.0,0.0175438596491228
0.0,0.010752688172043,0.0,0.0069848661233993,0.0235294117647058,0.019047619047619,0.024,0.0212765957446808,0.0078740157480314,0.0068870523415977,0.019047619047619,0.0,0.0079417604235605,0.0,0.0,0.0059031877213695,0.0059171597633136,0.0087719298245614
0.0192307692307692,0.0,0.0,0.0011641443538998,0.0235294117647058,0.0063492063492063,0.0,0.0,0.0,0.0013774104683195,0.0047619047619047,0.0,0.0052945069490403,0.0116279069767441,0.0,0.0011806375442739,0.0,0.0175438596491228
0.0,0.0,0.0,0.0,0.0058823529411764,0.0031746031746031,0.0,0.0,0.0,0.0013774104683195,0.0,0.0,0.00066181336863,0.0,0.0,0.0011806375442739,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013774104683195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0011641443538998,0.0,0.0,0.0,0.0,0.0,0.0027548209366391,0.0,0.0,0.00066181336863,0.0,0.0,0.0023612750885478,0.0,0.0
0.0,0.068100358422939,0.0,0.0023282887077997,0.0294117647058823,0.019047619047619,0.0,0.0,0.0,0.0013774104683195,0.0142857142857142,0.0,0.0198544010589013,0.0852713178294573,0.0,0.0047225501770956,0.0,0.0
0.0,0.003584229390681,0.0,0.0139697322467986,0.0,0.0158730158730158,0.008,0.0,0.0157480314960629,0.0082644628099173,0.0,0.0,0.0132362673726009,0.0,0.0,0.0047225501770956,0.0059171597633136,0.0
0.0,0.0,0.0128205128205128,0.0,0.0,0.0158730158730158,0.0,0.0,0.0078740157480314,0.0013774104683195,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.009313154831199,0.0,0.0031746031746031,0.0,0.0,0.0,0.0027548209366391,0.0,0.0,0.00066181336863,0.0,0.0,0.0011806375442739,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013774104683195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0192307692307692,0.007168458781362,0.0256410256410256,0.0570430733410943,0.0176470588235294,0.0317460317460317,0.008,0.0,0.0157480314960629,0.0137741046831955,0.0047619047619047,0.0,0.0675049636002647,0.1046511627906976,0.0,0.0047225501770956,0.0118343195266272,0.043859649122807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078740157480314,0.0013774104683195,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078740157480314,0.0013774104683195,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0302677532013969,0.0176470588235294,0.0380952380952381,0.0,0.0425531914893617,0.0078740157480314,0.0055096418732782,0.0238095238095238,0.0196078431372549,0.015221707478491,0.0155038759689922,0.0227272727272727,0.0200708382526564,0.0,0.0087719298245614
0.0,0.014336917562724,0.0256410256410256,0.0058207217694994,0.0058823529411764,0.0063492063492063,0.0,0.0,0.0,0.0055096418732782,0.0047619047619047,0.0,0.0033090668431502,0.003875968992248,0.0,0.0,0.0118343195266272,0.0263157894736842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078740157480314,0.0013774104683195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013774104683195,0.0,0.0,0.0,0.0,0.0,0.0,0.0059171597633136,0.0
0.0,0.0,0.0,0.0046565774155995,0.0,0.0095238095238095,0.0,0.0,0.0,0.0013774104683195,0.0047619047619047,0.0,0.0033090668431502,0.0077519379844961,0.0,0.0035419126328217,0.0059171597633136,0.0
0.0,0.010752688172043,0.0,0.0034924330616996,0.0529411764705882,0.0031746031746031,0.016,0.0212765957446808,0.0,0.0027548209366391,0.0047619047619047,0.0196078431372549,0.0026472534745201,0.0,0.0,0.0011806375442739,0.0,0.0263157894736842
0.0,0.021505376344086,0.0,0.0,0.0,0.0031746031746031,0.0,0.1489361702127659,0.0078740157480314,0.0013774104683195,0.019047619047619,0.0,0.0033090668431502,0.003875968992248,0.0,0.0047225501770956,0.0177514792899408,0.0
0.0,0.0,0.0,0.0011641443538998,0.0,0.0095238095238095,0.0,0.0,0.0078740157480314,0.0041322314049586,0.0,0.0,0.00066181336863,0.003875968992248,0.0,0.0011806375442739,0.0059171597633136,0.0087719298245614
0.0192307692307692,0.003584229390681,0.0,0.0023282887077997,0.0,0.0063492063492063,0.0,0.0,0.0078740157480314,0.0013774104683195,0.0,0.0,0.0019854401058901,0.0,0.0,0.0035419126328217,0.0059171597633136,0.0087719298245614
0.0,0.003584229390681,0.0,0.0011641443538998,0.0058823529411764,0.0,0.0,0.0212765957446808,0.0,0.0013774104683195,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0087719298245614
0.0,0.003584229390681,0.0,0.0,0.0117647058823529,0.0,0.0,0.0212765957446808,0.0,0.0,0.0142857142857142,0.0588235294117647,0.0,0.0,0.0,0.0011806375442739,0.0,0.0
0.0,0.0,0.0,0.0,0.0058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066181336863,0.003875968992248,0.0,0.0023612750885478,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0047619047619047,0.0,0.0,0.0,0.0,0.0023612750885478,0.029585798816568,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023612750885478,0.0,0.0087719298245614
0.0,0.0,0.0,0.0011641443538998,0.0,0.0126984126984126,0.0,0.0,0.0,0.0,0.0,0.0,0.0026472534745201,0.003875968992248,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047619047619047,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0
0.0,0.003584229390681,0.0,0.0,0.0058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066181336863,0.0077519379844961,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0058823529411764,0.0,0.0,0.0638297872340425,0.0,0.0,0.0,0.0,0.0046326935804103,0.003875968992248,0.0227272727272727,0.0,0.0,0.0087719298245614
0.0,0.007168458781362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019854401058901,0.0,0.0,0.0,0.0,0.0087719298245614
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0
0.0,0.003584229390681,0.0,0.0011641443538998,0.0176470588235294,0.0063492063492063,0.0,0.0425531914893617,0.0078740157480314,0.0,0.0095238095238095,0.0,0.0033090668431502,0.0,0.0,0.0,0.0,0.0263157894736842
0.0,0.0,0.0,0.0011641443538998,0.0,0.0031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.00132362673726,0.003875968992248,0.0,0.0,0.0,0.0
0.0,0.0,0.0128205128205128,0.0011641443538998,0.0,0.0031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.00132362673726,0.003875968992248,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0011641443538998,0.0,0.0031746031746031,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.00132362673726,0.003875968992248,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0011641443538998,0.0,0.0095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0046565774155995,0.0,0.0031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.00066181336863,0.0,0.0,0.0,0.0,0.0087719298245614
0.0,0.0,0.0,0.0011641443538998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0063492063492063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059171597633136,0.0
